"gender","coronaVirus","postalCode","loneliness","diarrhea","userId","insomnia","limbPain","coughing","generalHealth","soreThroat","temperature","runnyNose","headache","id","numberOfContacts","timestamp","yearOfBirth",
"2", "2", "96811", "3", "1", "Bernini", "4", "2", "2", "5", "1", "1", "2", "3", "530-36-2987", "342", "1584828949075", "1983", 
"1", "2", "58982", "3", "2", "Titian", "4", "2", "1", "5", "1", "3", "2", "1", "327-44-1272", "498", "1584828967019", "1990", 
"3", "2", "75683", "3", "1", "Gauguin", "4", "2", "2", "4", "2", "2", "2", "2", "616-16-4560", "330", "1584828975963", "1955", 
"2", "2", "98313", "2", "1", "El Greco", "4", "2", "1", "3", "1", "1", "1", "1", "642-03-2298", "469", "1584830121985", "1982", 
"2", "1", "33226", "3", "2", "Raphael", "3", "1", "1", "1", "1", "1", "2", "2", "882-79-4713", "672", "1584829944176", "1979", 
"2", "3", "28330", "3", "2", "Winslow Homer", "2", "1", "1", "3", "1", "2", "3", "3", "663-78-8037", "555", "1584828879947", "1997", 
"1", "2", "78906", "3", "1", "Durer", "2", "1", "1", "2", "2", "2", "3", "2", "233-70-2428", "478", "1584828904425", "1993", 
"1", "1", "51252", "1", "2", "Magritte", "1", "2", "2", "5", "1", "2", "2", "1", "457-76-5964", "528", "1584829091760", "1998", 
"2", "2", "36604", "1", "2", "Ansel Adams", "5", "2", "2", "5", "2", "2", "2", "2", "005-82-1176", "384", "1584828909203", "1955", 
"2", "2", "33591", "2", "1", "Caravaggio", "4", "2", "2", "3", "2", "2", "1", "2", "570-06-1076", "818", "1584828873646", "1965", 
"1", "2", "86318", "5", "1", "Dali", "4", "2", "1", "3", "1", "1", "2", "2", "613-40-4233", "770", "1584828937738", "2004", 
"2", "2", "59677", "4", "1", "Picasso", "4", "2", "3", "4", "2", "2", "1", "2", "782-03-8648", "309", "1584829576684", "1953", 
"1", "3", "36671", "4", "1", "Klimt", "2", "1", "2", "5", "1", "2", "2", "1", "294-08-7713", "518", "1584829977213", "1953", 
"1", "2", "85783", "2", "2", "Botticelli", "4", "2", "2", "5", "2", "1", "1", "2", "847-75-0916", "649", "1584828929767", "2003", 
"2", "1", "61828", "3", "1", "Warhol", "3", "2", "2", "4", "1", "1", "2", "2", "769-42-7220", "35", "1584829838516", "1987", 
"1", "3", "75408", "4", "2", "Rubens", "3", "1", "1", "2", "2", "2", "1", "2", "220-69-2101", "735", "1584829525361", "2003", 
"2", "3", "42128", "5", "2", "Kahlo", "3", "2", "1", "1", "2", "2", "2", "2", "081-17-5127", "190", "1584830204168", "1954", 
"2", "1", "54981", "5", "1", "Cassatt", "5", "2", "2", "2", "2", "2", "1", "1", "189-13-4737", "21", "1584829410225", "1986", 
"1", "2", "33079", "4", "1", "Warhol", "2", "2", "2", "1", "2", "2", "2", "1", "285-07-1072", "707", "1584829542925", "1956", 
"1", "2", "74599", "2", "2", "Raphael", "5", "2", "2", "1", "2", "3", "2", "2", "392-83-1706", "976", "1584828882136", "1950", 
"2", "2", "99425", "5", "1", "Winslow Homer", "2", "1", "2", "4", "2", "2", "2", "3", "133-56-8900", "459", "1584828952178", "1993", 
"1", "2", "61362", "2", "1", "Botticelli", "3", "3", "2", "4", "1", "2", "2", "2", "644-43-6120", "625", "1584829682015", "2000", 
"2", "3", "65874", "5", "2", "Ansel Adams", "1", "2", "3", "3", "2", "2", "2", "1", "597-67-2566", "126", "1584829035996", "1962", 
"3", "2", "41418", "1", "2", "Raphael", "3", "1", "3", "5", "1", "2", "2", "2", "156-83-6664", "709", "1584829278350", "1995", 
"2", "2", "96743", "2", "1", "El Greco", "2", "2", "1", "2", "2", "2", "2", "2", "865-03-1917", "807", "1584829630416", "1987", 
"1", "1", "77512", "3", "2", "Vincent", "3", "2", "2", "4", "2", "2", "2", "1", "658-74-9908", "617", "1584830173013", "1956", 
"1", "2", "28861", "1", "1", "Degas", "3", "2", "1", "4", "2", "2", "2", "2", "664-88-0884", "576", "1584829197469", "1977", 
"1", "2", "15526", "5", "2", "Gauguin", "4", "1", "2", "3", "2", "1", "1", "2", "656-43-0187", "88", "1584829188126", "1981", 
"3", "3", "40383", "4", "2", "Rothko", "3", "1", "3", "2", "3", "3", "2", "1", "558-26-9984", "636", "1584829186854", "2004", 
"2", "2", "55688", "4", "2", "Klimt", "2", "3", "2", "5", "2", "2", "2", "1", "618-26-6571", "35", "1584828980431", "1972", 
"1", "2", "44807", "3", "2", "Picasso", "4", "2", "1", "3", "2", "3", "2", "3", "413-90-9319", "560", "1584828949387", "1987", 
"1", "3", "85947", "5", "2", "Caravaggio", "3", "2", "2", "4", "2", "2", "2", "2", "097-16-3770", "210", "1584828877190", "1974", 
"1", "3", "13252", "1", "2", "Rothko", "4", "2", "2", "1", "2", "3", "2", "3", "224-13-9028", "246", "1584829095110", "1992", 
"2", "1", "89044", "5", "1", "Winslow Homer", "2", "1", "1", "5", "2", "1", "1", "2", "824-19-1898", "307", "1584828898203", "1992", 
"2", "3", "61130", "4", "1", "Bernini", "5", "2", "2", "2", "2", "2", "2", "2", "833-64-4053", "559", "1584829747646", "1965", 
"1", "2", "93440", "4", "1", "Kandinsky", "2", "2", "2", "3", "2", "2", "2", "2", "638-91-9362", "437", "1584830207144", "1969", 
"2", "3", "16275", "1", "2", "Gauguin", "4", "1", "1", "1", "2", "2", "2", "3", "764-26-7125", "440", "1584829498996", "2004", 
"2", "2", "20551", "4", "2", "Gauguin", "2", "3", "1", "2", "3", "2", "1", "2", "602-43-0127", "591", "1584829747775", "1999", 
"2", "1", "36432", "3", "2", "Diego Rivera", "4", "2", "1", "5", "2", "1", "2", "3", "272-61-8092", "911", "1584829224426", "1989", 
"3", "2", "56373", "5", "2", "Titian", "5", "3", "1", "3", "2", "2", "2", "1", "877-18-2494", "727", "1584829775088", "1962", 
"3", "1", "25037", "5", "1", "Manet", "4", "2", "1", "2", "2", "1", "2", "2", "214-76-2243", "153", "1584829468632", "1998", 
"2", "2", "24900", "2", "1", "Ansel Adams", "2", "2", "1", "3", "1", "1", "1", "2", "258-34-8098", "541", "1584829832278", "1986", 
"1", "2", "64784", "2", "2", "Donatello", "2", "1", "2", "2", "2", "2", "2", "3", "504-14-4555", "140", "1584828943612", "1963", 
"1", "2", "84619", "4", "2", "Matisse", "3", "2", "1", "4", "2", "2", "2", "2", "327-18-7758", "867", "1584829337331", "1992", 
"2", "2", "75354", "2", "2", "Pollock", "3", "1", "2", "2", "2", "2", "1", "2", "831-13-2372", "673", "1584829323385", "1985", 
"1", "1", "41031", "3", "2", "Cezanne", "4", "1", "2", "4", "3", "2", "2", "3", "109-64-0706", "726", "1584829793507", "1968", 
"2", "2", "38557", "5", "1", "Caravaggio", "5", "2", "2", "2", "1", "3", "2", "1", "126-31-5806", "325", "1584829215094", "1965", 
"3", "2", "33229", "2", "2", "Diego Rivera", "3", "2", "3", "2", "1", "2", "1", "3", "427-16-5650", "6", "1584830047941", "2001", 
"1", "3", "70533", "2", "1", "Kahlo", "3", "1", "2", "4", "2", "2", "2", "3", "815-65-8828", "196", "1584830002553", "1987", 
"2", "2", "13893", "2", "2", "Cezanne", "3", "2", "1", "5", "1", "1", "2", "1", "738-08-4350", "450", "1584828896027", "2002", 
"1", "1", "83597", "2", "2", "Vettriano", "5", "2", "2", "5", "2", "1", "2", "1", "817-26-0467", "171", "1584829126055", "1990", 
"3", "3", "58188", "3", "1", "Kahlo", "2", "2", "3", "4", "2", "1", "1", "2", "357-64-4809", "463", "1584829586858", "1962", 
"2", "2", "35379", "5", "1", "Seurat", "3", "2", "1", "3", "1", "3", "2", "2", "128-85-2612", "364", "1584829224545", "1959", 
"2", "2", "77148", "1", "1", "Magritte", "5", "2", "2", "3", "2", "2", "3", "2", "004-15-9629", "774", "1584829197393", "2004", 
"3", "2", "17497", "4", "1", "Rembrandt", "1", "1", "3", "2", "1", "2", "2", "2", "692-08-3356", "151", "1584829206549", "1954", 
"2", "3", "34433", "2", "2", "Gauguin", "3", "2", "2", "5", "2", "2", "2", "1", "580-60-9727", "197", "1584828876147", "1989", 
"1", "2", "14478", "2", "2", "Monet", "3", "2", "2", "5", "2", "2", "2", "2", "398-22-7933", "446", "1584829276221", "1992", 
"1", "2", "34652", "2", "2", "Kandinsky", "5", "2", "2", "2", "1", "3", "2", "2", "197-99-2715", "275", "1584829194217", "1961", 
"2", "2", "14229", "2", "1", "Ansel Adams", "1", "2", "2", "5", "1", "2", "2", "2", "110-74-1450", "686", "1584829058751", "1986", 
"1", "1", "79720", "3", "2", "Raphael", "1", "1", "2", "2", "1", "2", "1", "3", "409-45-3702", "194", "1584828935542", "2004", 
"2", "2", "28734", "4", "1", "Bernini", "2", "3", "3", "4", "2", "2", "1", "2", "036-81-5185", "775", "1584829207972", "2003", 
"2", "2", "58673", "3", "1", "Winslow Homer", "5", "1", "1", "5", "2", "1", "1", "2", "020-39-6565", "910", "1584829708643", "1965", 
"2", "1", "32758", "4", "2", "Titian", "4", "3", "1", "3", "2", "1", "2", "2", "298-32-4030", "230", "1584829446846", "1985", 
"2", "1", "42318", "5", "2", "Munch", "3", "3", "2", "5", "1", "2", "2", "2", "313-23-7953", "518", "1584829626633", "1990", 
"1", "2", "50921", "5", "2", "Pissarro", "3", "3", "2", "5", "1", "1", "1", "3", "554-38-9552", "301", "1584829486456", "1957", 
"2", "2", "89844", "3", "2", "Dali", "5", "1", "2", "5", "3", "3", "1", "2", "836-35-2200", "730", "1584828895064", "1990", 
"2", "1", "13233", "2", "1", "Degas", "5", "2", "3", "4", "2", "2", "2", "2", "651-51-7968", "679", "1584828904314", "1966", 
"2", "1", "69381", "1", "1", "Manet", "3", "3", "2", "1", "2", "3", "3", "2", "366-97-2910", "187", "1584829897088", "1991", 
"1", "2", "55119", "5", "2", "Titian", "4", "2", "2", "4", "2", "3", "3", "3", "725-48-7791", "25", "1584829252123", "2003", 
"3", "2", "39106", "5", "2", "El Greco", "4", "2", "2", "2", "3", "2", "2", "2", "050-54-9967", "59", "1584828917700", "1998", 
"3", "1", "65961", "2", "2", "Joan Miro", "3", "3", "2", "3", "2", "1", "2", "2", "778-89-5186", "232", "1584829067084", "1999", 
"3", "1", "37826", "1", "2", "Seurat", "4", "2", "3", "4", "2", "2", "3", "2", "731-40-1084", "234", "1584830149485", "1988", 
"2", "2", "77130", "2", "2", "Klimt", "2", "2", "1", "4", "2", "1", "2", "2", "331-88-1875", "145", "1584830210404", "2001", 
"2", "2", "54064", "2", "2", "Michelangelo", "4", "2", "2", "2", "2", "3", "2", "2", "059-28-4507", "61", "1584828874663", "1999", 
"2", "3", "33256", "3", "2", "Picasso", "4", "1", "2", "4", "2", "2", "2", "2", "885-47-4128", "374", "1584829555753", "1989", 
"2", "3", "68970", "1", "2", "Durer", "3", "2", "3", "3", "2", "1", "1", "2", "756-29-8368", "432", "1584828941291", "1998", 
"2", "1", "91051", "2", "2", "Vettriano", "2", "2", "1", "5", "2", "2", "2", "2", "257-42-8126", "87", "1584829495452", "1955", 
"2", "2", "71256", "3", "1", "Kahlo", "4", "2", "1", "1", "2", "1", "3", "2", "853-28-6065", "591", "1584829239249", "1972", 
"1", "2", "79443", "2", "1", "Munch", "4", "2", "2", "1", "2", "1", "2", "2", "868-61-0829", "865", "1584829925738", "2004", 
"1", "3", "78105", "4", "2", "Gauguin", "4", "3", "2", "5", "2", "2", "1", "2", "478-25-8907", "700", "1584829563006", "1978", 
"2", "2", "39045", "5", "2", "Diego Rivera", "4", "2", "2", "3", "2", "2", "2", "1", "778-98-2145", "24", "1584829683467", "1959", 
"1", "3", "99317", "2", "1", "Paul Klee", "3", "2", "1", "4", "2", "2", "1", "2", "163-89-2311", "981", "1584829273402", "1983", 
"1", "2", "61711", "4", "2", "Magritte", "4", "2", "2", "5", "2", "3", "2", "2", "366-54-9567", "131", "1584829317364", "1971", 
"1", "3", "67536", "2", "1", "El Greco", "2", "1", "1", "2", "1", "2", "2", "2", "356-60-5574", "723", "1584828928644", "1957", 
"2", "1", "24597", "4", "2", "Joan Miro", "5", "2", "3", "5", "2", "2", "3", "1", "823-51-4682", "140", "1584829718049", "2004", 
"2", "1", "96011", "4", "2", "Bernini", "1", "2", "1", "2", "1", "2", "2", "2", "317-44-7000", "869", "1584829495654", "1990", 
"2", "2", "45670", "5", "2", "Botticelli", "1", "2", "1", "1", "2", "3", "2", "3", "579-62-2635", "110", "1584830204189", "1990", 
"3", "2", "94986", "5", "2", "Edward Hopper", "2", "2", "2", "2", "2", "1", "1", "2", "320-42-5272", "79", "1584829143414", "1981", 
"3", "1", "93890", "4", "2", "Warhol", "3", "2", "2", "3", "1", "2", "3", "2", "197-14-0477", "142", "1584830042238", "1962", 
"2", "1", "41460", "2", "1", "Durer", "4", "3", "2", "2", "1", "1", "2", "2", "650-20-1463", "482", "1584830033978", "1984", 
"2", "2", "42723", "4", "2", "Escher", "3", "3", "2", "5", "2", "3", "2", "1", "310-44-7863", "971", "1584829194015", "1969", 
"2", "2", "58030", "1", "2", "Durer", "4", "3", "2", "4", "2", "2", "2", "1", "468-67-3342", "521", "1584829437525", "1980", 
"2", "1", "12714", "3", "2", "Donatello", "3", "2", "2", "2", "3", "2", "2", "2", "799-08-1234", "878", "1584828897923", "1969", 
"1", "2", "62564", "2", "1", "Klimt", "5", "1", "1", "2", "2", "2", "2", "1", "655-04-7071", "229", "1584829217937", "1991", 
"2", "3", "29736", "4", "2", "Klimt", "4", "3", "1", "3", "2", "2", "1", "3", "116-17-2628", "40", "1584828956834", "1963", 
"2", "3", "79351", "2", "2", "Cassatt", "5", "2", "3", "5", "1", "2", "2", "1", "665-07-4625", "185", "1584830199044", "1981", 
"3", "2", "36255", "1", "1", "Magritte", "1", "3", "3", "5", "3", "2", "3", "2", "121-33-9843", "30", "1584830146904", "1976", 
"2", "1", "26643", "4", "1", "Degas", "5", "2", "2", "4", "2", "1", "3", "1", "396-43-1149", "729", "1584829342510", "1998", 
"1", "2", "49050", "2", "2", "Winslow Homer", "2", "3", "1", "1", "2", "3", "2", "2", "274-93-2169", "384", "1584829916511", "1989", 
"2", "2", "18334", "5", "1", "Da Vinci", "4", "1", "2", "1", "1", "2", "1", "1", "530-02-6746", "193", "1584830002482", "2000", 
"3", "2", "77349", "2", "2", "Da Vinci", "1", "2", "2", "5", "2", "2", "3", "3", "202-92-1631", "77", "1584828950466", "1990", 
"2", "2", "50721", "2", "1", "Munch", "5", "2", "2", "1", "1", "1", "2", "2", "151-83-9404", "118", "1584829156404", "2001", 
"1", "2", "27717", "4", "2", "Seurat", "4", "2", "3", "2", "1", "2", "2", "2", "265-75-8376", "867", "1584829809123", "1995", 
"1", "1", "39199", "2", "2", "Botticelli", "4", "2", "3", "1", "2", "2", "2", "1", "241-13-0941", "13", "1584830027100", "1968", 
"2", "2", "54237", "5", "1", "Durer", "2", "2", "2", "5", "2", "2", "3", "1", "803-83-2194", "571", "1584830225268", "1965", 
"1", "2", "65635", "4", "2", "Raphael", "1", "2", "1", "3", "3", "1", "2", "2", "543-63-5287", "591", "1584828996594", "1972", 
"2", "1", "53173", "1", "1", "Escher", "1", "2", "2", "3", "2", "3", "1", "1", "875-82-6825", "28", "1584828921851", "1969", 
"2", "2", "93700", "2", "2", "Edward Hopper", "4", "2", "1", "4", "2", "2", "2", "2", "339-06-8387", "234", "1584830154104", "1971", 
"2", "2", "33461", "3", "2", "Diego Rivera", "3", "1", "1", "1", "3", "2", "2", "1", "627-57-0947", "429", "1584828919444", "1954", 
"2", "1", "72413", "3", "2", "El Greco", "3", "2", "1", "2", "2", "1", "2", "2", "457-62-4585", "836", "1584828941211", "1981", 
"2", "3", "52594", "3", "1", "Matisse", "5", "2", "2", "3", "2", "2", "2", "2", "736-42-2431", "476", "1584829866455", "1998", 
"2", "1", "92118", "3", "1", "Cezanne", "5", "2", "2", "2", "2", "1", "2", "2", "614-91-5023", "721", "1584828923114", "1973", 
"2", "2", "10679", "4", "2", "Kandinsky", "3", "3", "1", "3", "1", "2", "1", "1", "203-99-4708", "666", "1584829498951", "1966", 
"1", "2", "25478", "2", "1", "Edward Hopper", "2", "2", "2", "2", "2", "2", "2", "1", "424-78-7238", "397", "1584829669504", "1984", 
"1", "2", "90179", "4", "2", "Klimt", "2", "1", "3", "3", "1", "2", "1", "3", "235-92-5661", "467", "1584829588199", "1991", 
"1", "2", "98446", "4", "2", "Degas", "1", "1", "2", "3", "2", "3", "2", "2", "237-31-1978", "645", "1584829397891", "1998", 
"1", "2", "65027", "3", "2", "Raphael", "2", "1", "1", "1", "1", "1", "1", "2", "416-58-4464", "319", "1584828921107", "1987", 
"1", "2", "43385", "4", "2", "Michelangelo", "3", "2", "1", "4", "2", "2", "3", "3", "881-65-3841", "138", "1584828894951", "1967", 
"2", "1", "33462", "1", "2", "Gauguin", "4", "1", "2", "3", "2", "1", "2", "2", "634-50-7507", "23", "1584828978756", "1963", 
"2", "1", "94662", "5", "2", "Diego Rivera", "4", "3", "2", "4", "2", "1", "2", "1", "181-24-5956", "304", "1584829301048", "1997", 
"2", "2", "42178", "1", "1", "Bernini", "5", "1", "3", "2", "2", "2", "3", "1", "820-66-1349", "908", "1584829297508", "1987", 
"2", "2", "97938", "3", "1", "Magritte", "5", "2", "2", "2", "1", "2", "2", "2", "800-72-1069", "173", "1584830095233", "1957", 
"2", "1", "16015", "4", "2", "Joan Miro", "3", "2", "2", "3", "1", "3", "2", "2", "427-89-5275", "710", "1584828931686", "1976", 
"3", "2", "95020", "2", "2", "Kandinsky", "4", "2", "2", "3", "2", "2", "2", "1", "442-91-0087", "713", "1584829013576", "1967", 
"2", "2", "66062", "3", "1", "Warhol", "3", "2", "2", "3", "2", "2", "1", "2", "740-08-0713", "513", "1584829849537", "1982", 
"2", "1", "31124", "3", "2", "Kahlo", "2", "1", "2", "5", "2", "2", "1", "1", "013-01-5609", "556", "1584829038694", "1953", 
"1", "2", "21386", "2", "1", "Degas", "2", "2", "3", "1", "2", "2", "2", "1", "613-98-1623", "271", "1584828914344", "1963", 
"2", "1", "92540", "2", "2", "Ansel Adams", "1", "1", "1", "2", "2", "3", "2", "2", "875-33-5440", "275", "1584830170834", "1989", 
"1", "1", "23220", "5", "2", "Pollock", "2", "1", "1", "5", "2", "2", "1", "2", "290-12-8152", "45", "1584828896789", "1962", 
"1", "2", "84875", "2", "2", "Munch", "1", "1", "2", "4", "2", "1", "2", "2", "840-19-9722", "301", "1584829232727", "1966", 
"2", "2", "54717", "1", "2", "Renoir", "4", "2", "2", "3", "2", "3", "1", "2", "750-83-4306", "725", "1584829786971", "2001", 
"2", "2", "89989", "3", "1", "El Greco", "4", "1", "1", "5", "2", "3", "2", "1", "419-39-7946", "203", "1584828886221", "1990", 
"1", "2", "12911", "3", "2", "Degas", "4", "2", "3", "1", "3", "2", "2", "2", "279-97-2800", "640", "1584829066951", "1999", 
"1", "2", "97648", "2", "2", "Rubens", "3", "3", "1", "3", "1", "1", "2", "2", "681-41-1129", "371", "1584829559016", "1958", 
"1", "3", "94505", "2", "1", "Durer", "5", "2", "1", "1", "2", "2", "2", "1", "527-47-4693", "875", "1584829770094", "1979", 
"1", "2", "74925", "5", "1", "Munch", "2", "3", "1", "4", "2", "2", "1", "2", "504-83-1096", "935", "1584828928265", "1957", 
"2", "2", "29138", "5", "1", "Durer", "4", "2", "2", "1", "2", "3", "2", "2", "686-78-0121", "530", "1584829938600", "1959", 
"1", "2", "68430", "3", "2", "El Greco", "4", "1", "2", "4", "2", "2", "2", "1", "211-96-9912", "220", "1584828874145", "1987", 
"1", "2", "51032", "3", "2", "Matisse", "5", "2", "3", "3", "2", "2", "1", "1", "000-91-3453", "907", "1584828874345", "1986", 
"2", "2", "10358", "4", "2", "Renoir", "4", "1", "3", "4", "3", "1", "2", "2", "051-72-8551", "712", "1584829425452", "2003", 
"2", "1", "57464", "3", "1", "Gauguin", "4", "2", "1", "4", "2", "2", "2", "2", "475-82-6369", "403", "1584828954495", "1990", 
"2", "2", "66483", "4", "1", "Matisse", "1", "2", "3", "2", "2", "2", "2", "2", "491-71-5043", "434", "1584829395231", "1984", 
"1", "1", "23782", "4", "1", "Manet", "4", "2", "1", "2", "2", "1", "2", "2", "385-60-0246", "890", "1584829073787", "1993", 
"1", "2", "82857", "3", "1", "Diego Rivera", "5", "2", "2", "2", "2", "1", "1", "2", "389-92-0283", "863", "1584829785287", "1997", 
"1", "2", "73231", "2", "2", "Cassatt", "5", "3", "3", "4", "1", "1", "1", "1", "374-81-6573", "137", "1584830101708", "1964", 
"1", "2", "10637", "3", "2", "Renoir", "4", "1", "2", "4", "2", "1", "1", "1", "443-42-8130", "260", "1584828882269", "1996", 
"2", "3", "72346", "3", "2", "Manet", "1", "2", "2", "4", "1", "3", "2", "2", "030-60-6905", "523", "1584828886820", "1965", 
"1", "2", "55959", "2", "2", "Rubens", "1", "1", "3", "4", "2", "1", "1", "2", "772-40-3554", "109", "1584829767059", "1975", 
"1", "1", "46290", "5", "2", "El Greco", "2", "1", "1", "2", "1", "3", "2", "2", "212-09-5656", "262", "1584829661332", "1975", 
"2", "2", "31712", "5", "2", "Dali", "2", "2", "3", "2", "2", "2", "2", "2", "289-78-2744", "960", "1584829666269", "1998", 
"1", "1", "20597", "2", "2", "Michelangelo", "2", "2", "2", "1", "3", "2", "2", "3", "086-85-0480", "673", "1584828923071", "1997", 
"2", "2", "28813", "2", "1", "Kahlo", "3", "3", "1", "3", "1", "2", "2", "2", "198-08-5403", "653", "1584828876983", "1965", 
"2", "2", "32414", "3", "2", "Michelangelo", "5", "3", "2", "2", "1", "3", "3", "2", "628-51-3945", "73", "1584829452506", "1976", 
"1", "3", "29806", "2", "2", "Rembrandt", "5", "2", "1", "3", "3", "2", "2", "3", "287-88-7405", "362", "1584829317457", "2002", 
